Simulation Run,Day,Agent Type,Satisfaction,Rejected Received Exchanges,Accepted Received Exchanges,Rejected Requested Exchanges,Accepted Requested Exchanges,Social Capital Exchanges,No Social Capital Exchanges,Unspent Social Capital
2,203,2,0.75,10,2,2,3,2,0,81
2,203,2,1.0,0,0,1,3,0,0,87
2,203,2,1.0,1,2,3,2,1,1,88
2,203,2,1.0,1,2,0,4,2,0,70
2,203,2,0.75,0,4,7,3,4,0,87
2,203,2,1.0,1,0,3,4,0,0,64
2,203,2,0.5,0,1,12,1,1,0,62
2,203,2,0.75,4,3,10,3,3,0,64
2,203,2,1.0,0,0,1,2,0,0,81
2,203,2,1.0,1,1,0,4,1,0,57
2,203,2,1.0,0,2,1,2,1,1,112
2,203,2,0.75,1,2,2,3,2,0,65
2,203,2,1.0,6,4,5,3,3,1,84
2,203,2,0.75,1,3,2,1,3,0,60
2,203,2,1.0,2,4,5,4,4,0,61
2,203,2,1.0,3,1,2,3,1,0,48
2,203,2,1.0,0,1,0,2,1,0,43
2,203,2,0.75,3,6,0,3,6,0,71
2,203,2,0.5,6,4,6,1,3,1,62
2,203,2,1.0,1,1,2,4,1,0,101
2,203,2,1.0,2,4,2,2,3,1,67
2,203,2,0.75,2,4,2,1,3,1,89
2,203,2,0.5,6,2,0,2,2,0,67
2,203,2,0.75,5,6,0,1,5,1,94
2,203,2,1.0,3,3,2,3,2,1,94
2,203,2,0.75,2,2,3,3,2,0,57
2,203,2,1.0,3,2,3,2,1,1,67
2,203,2,1.0,1,1,2,3,1,0,77
2,203,2,1.0,0,1,0,3,1,0,71
2,203,2,1.0,0,1,0,4,1,0,79
2,203,2,1.0,5,3,6,3,2,1,60
2,203,2,0.75,3,1,8,2,1,0,74
2,203,2,1.0,4,3,5,4,3,0,73
2,203,2,0.75,2,5,2,2,4,1,65
2,203,2,1.0,2,0,3,3,0,0,66
2,203,2,0.75,1,2,6,3,2,0,91
2,203,2,1.0,0,2,1,2,1,1,78
2,203,2,1.0,1,1,1,4,1,0,80
2,203,2,1.0,1,3,0,2,3,0,106
2,203,2,0.25,2,5,5,0,4,1,94
2,203,2,0.5,8,4,3,1,3,1,61
2,203,2,0.75,2,2,14,2,1,1,77
2,203,2,0.75,0,2,0,2,2,0,93
2,203,2,1.0,5,2,8,3,2,0,104
2,203,2,1.0,2,1,0,3,1,0,71
2,203,2,1.0,0,1,0,4,1,0,73
2,203,2,1.0,1,3,1,2,2,1,93
2,203,2,1.0,2,3,3,2,2,1,72
2,203,2,0.75,2,3,3,1,1,2,82
2,203,2,1.0,2,4,2,4,4,0,80
2,203,2,1.0,3,6,1,2,4,2,73
2,203,2,1.0,0,0,2,2,0,0,85
2,203,2,1.0,1,4,4,2,3,1,72
2,203,2,1.0,1,0,2,3,0,0,84
2,203,2,1.0,0,1,0,3,1,0,67
2,203,2,1.0,1,2,1,4,2,0,75
2,203,2,1.0,1,3,0,3,3,0,89
2,203,2,0.75,0,1,2,2,1,0,62
2,203,2,1.0,0,2,2,3,2,0,82
2,203,2,0.75,16,0,1,3,0,0,78
2,203,2,0.75,6,5,1,2,5,0,79
2,203,2,1.0,1,1,1,2,1,0,76
2,203,2,0.75,17,2,2,2,2,0,89
2,203,2,1.0,2,1,0,2,0,1,103
2,203,2,1.0,3,1,3,3,1,0,64
2,203,2,0.5,1,6,18,1,5,1,85
2,203,2,1.0,0,1,2,4,1,0,93
2,203,2,0.5,3,5,1,1,4,1,84
2,203,2,0.75,1,5,5,2,4,1,92
2,203,2,1.0,0,0,0,4,0,0,72
2,204,2,0.25,14,6,2,1,6,0,99
2,204,2,0.5,2,4,0,2,4,0,66
2,204,2,1.0,0,1,0,3,1,0,91
2,204,2,1.0,0,2,2,4,2,0,60
2,204,2,1.0,1,2,1,2,2,0,73
2,204,2,0.75,3,1,3,3,1,0,56
2,204,2,1.0,0,2,0,2,1,1,68
2,204,2,1.0,2,1,0,2,0,1,75
2,204,2,0.5,22,1,5,2,1,0,62
2,204,2,0.75,1,2,2,1,1,1,50
2,204,2,0.75,4,2,0,2,2,0,83
2,204,2,0.75,2,2,2,1,1,1,84
2,204,2,0.5,1,4,2,2,4,0,87
2,204,2,1.0,2,3,3,3,3,0,70
2,204,2,0.75,3,7,1,2,6,1,83
2,204,2,1.0,0,1,1,3,0,1,76
2,204,2,1.0,2,2,3,3,2,0,91
2,204,2,0.75,5,4,1,2,3,1,94
2,204,2,0.5,2,7,22,0,6,1,50
2,204,2,1.0,0,1,2,3,1,0,87
2,204,2,1.0,1,1,0,4,1,0,78
2,204,2,0.75,0,2,8,1,1,1,86
2,204,2,0.75,2,1,24,3,1,0,64
2,204,2,1.0,0,2,1,1,1,1,90
2,204,2,1.0,0,1,1,3,0,1,71
2,204,2,1.0,1,1,0,1,0,1,99
2,204,2,0.5,10,4,2,2,4,0,79
2,204,2,0.75,2,3,2,1,3,0,86
2,204,2,1.0,0,0,1,3,0,0,59
2,204,2,0.5,2,3,5,2,3,0,82
2,204,2,1.0,0,4,3,4,4,0,94
2,204,2,1.0,0,0,2,2,0,0,77
2,204,2,1.0,1,4,3,3,3,1,86
2,204,2,0.75,4,6,4,2,5,1,68
2,204,2,1.0,1,0,0,4,0,0,71
2,204,2,1.0,0,0,1,2,0,0,65
2,204,2,1.0,3,5,3,1,3,2,82
2,204,2,1.0,0,1,0,3,1,0,88
2,204,2,0.75,3,2,2,3,2,0,82
2,204,2,0.75,2,2,1,2,2,0,91
2,204,2,0.75,2,2,7,3,2,0,80
2,204,2,0.75,9,4,1,3,4,0,102
2,204,2,1.0,0,0,0,3,0,0,90
2,204,2,1.0,1,3,0,3,2,1,84
2,204,2,0.75,4,1,3,3,1,0,56
2,204,2,1.0,2,1,1,2,1,0,84
2,204,2,1.0,1,4,5,3,3,1,69
2,204,2,1.0,0,1,3,2,1,0,70
2,204,2,1.0,0,2,1,2,0,2,75
2,204,2,0.75,2,4,2,2,4,0,62
2,204,2,0.75,8,1,1,2,0,1,64
2,204,2,1.0,0,1,8,3,1,0,70
2,204,2,0.75,2,5,2,2,4,1,66
2,204,2,1.0,1,1,1,2,0,1,86
2,204,2,1.0,0,1,1,3,1,0,67
2,204,2,1.0,2,2,4,3,2,0,76
2,204,2,0.75,1,2,1,3,2,0,80
2,204,2,0.75,0,2,3,2,1,1,85
2,204,2,0.75,1,2,3,2,1,1,84
2,204,2,1.0,2,3,0,3,2,1,85
2,204,2,0.75,6,5,5,2,4,1,74
2,204,2,0.75,19,2,12,3,2,0,82
2,204,2,1.0,0,2,2,2,1,1,65
2,204,2,1.0,2,2,2,3,2,0,75
2,204,2,1.0,2,1,4,2,0,1,61
2,204,2,0.5,5,3,3,1,3,0,86
2,204,2,0.75,2,2,2,2,2,0,76
2,204,2,1.0,0,1,0,3,0,1,111
2,204,2,1.0,0,1,0,4,1,0,86
2,204,2,0.75,5,3,5,3,3,0,81
2,204,2,1.0,0,3,2,2,2,1,74
2,204,2,1.0,2,9,2,4,9,0,82
2,204,2,1.0,3,3,1,3,2,1,89
2,204,2,1.0,2,3,3,3,2,1,90
2,204,2,0.75,4,4,0,2,4,0,96
2,204,2,0.75,2,2,5,1,1,1,68
2,204,2,0.75,2,1,3,1,0,1,106
2,204,2,1.0,2,6,3,4,6,0,106
2,204,2,1.0,0,1,1,3,1,0,74
2,204,2,0.75,6,2,3,3,2,0,102
2,204,2,1.0,0,0,0,2,0,0,80
2,204,2,0.75,1,2,1,0,1,1,67
2,204,2,0.75,5,4,3,2,4,0,62
2,204,2,0.75,7,4,0,1,3,1,63
2,204,2,1.0,1,1,2,2,0,1,72
2,204,2,1.0,5,1,4,4,1,0,72
2,204,2,1.0,1,2,0,3,2,0,66
2,204,2,0.75,0,3,1,3,3,0,84
2,204,2,1.0,1,2,0,2,1,1,93
2,204,2,1.0,5,1,2,3,1,0,67
2,204,2,1.0,3,0,4,4,0,0,58
2,204,2,1.0,0,0,0,2,0,0,76
2,204,2,1.0,1,3,3,3,2,1,72
2,204,2,0.25,4,4,4,0,4,0,77
2,204,2,0.75,3,3,1,3,3,0,72
2,204,2,1.0,8,3,0,2,1,2,92
2,205,2,1.0,1,1,1,4,1,0,90
2,205,2,1.0,0,1,2,2,0,1,70
2,205,2,0.5,10,2,1,1,1,1,68
2,205,2,0.75,0,0,0,2,0,0,80
2,205,2,1.0,2,3,5,2,1,2,104
2,205,2,1.0,1,0,0,3,0,0,81
2,205,2,0.75,1,5,0,2,5,0,93
2,205,2,1.0,0,2,1,2,1,1,74
2,205,2,0.5,5,3,2,2,3,0,85
2,205,2,0.75,1,4,1,2,3,1,81
2,205,2,1.0,2,1,1,4,1,0,85
2,205,2,1.0,2,5,4,3,4,1,65
2,205,2,1.0,4,3,6,4,3,0,69
2,205,2,1.0,0,0,0,2,0,0,62
2,205,2,1.0,0,0,0,3,0,0,103
2,205,2,1.0,0,2,0,4,2,0,92
2,205,2,1.0,4,5,3,3,4,1,99
2,205,2,0.75,1,1,5,2,1,0,84
2,205,2,1.0,1,2,1,3,2,0,64
2,205,2,1.0,3,2,1,3,2,0,70
2,205,2,0.75,0,2,1,2,1,1,86
2,205,2,1.0,1,2,0,3,1,1,89
2,205,2,0.75,3,1,0,3,1,0,80
2,205,2,0.75,0,0,1,3,0,0,71
2,205,2,1.0,4,6,0,3,5,1,79
2,205,2,1.0,0,1,0,3,1,0,67
2,205,2,0.5,3,2,3,0,2,0,64
2,205,2,0.75,3,4,2,2,4,0,86
2,205,2,0.75,7,7,3,3,7,0,62
2,205,2,0.75,2,4,1,1,3,1,77
2,205,2,0.75,0,3,0,2,3,0,83
2,205,2,0.75,2,2,0,2,2,0,85
2,205,2,0.75,3,3,1,3,3,0,75
2,205,2,0.75,3,2,5,3,2,0,67
2,205,2,0.25,4,2,2,1,2,0,88
2,205,2,0.25,9,4,3,0,3,1,63
2,205,2,1.0,1,2,0,1,0,2,71
2,205,2,1.0,0,0,0,3,0,0,104
2,205,2,0.5,5,2,2,1,1,1,72
2,205,2,0.75,3,3,1,2,3,0,77
2,205,2,1.0,0,1,2,4,1,0,77
2,205,2,0.75,2,1,1,1,1,0,57
2,205,2,0.75,1,3,2,1,2,1,53
2,205,2,1.0,0,0,3,3,0,0,97
2,205,2,0.5,3,4,1,1,4,0,94
2,205,2,1.0,2,3,1,2,1,2,87
2,205,2,0.75,4,1,19,3,1,0,70
2,205,2,1.0,0,2,3,2,1,1,79
2,205,2,1.0,1,3,2,4,3,0,102
2,205,2,1.0,2,6,4,4,6,0,69
2,205,2,0.5,2,3,6,2,3,0,84
2,205,2,0.75,17,2,2,3,2,0,85
2,205,2,1.0,1,0,0,3,0,0,88
2,205,2,1.0,1,0,1,4,0,0,85
2,205,2,0.75,2,0,3,3,0,0,72
2,205,2,1.0,0,0,0,3,0,0,68
2,205,2,0.75,1,6,2,2,5,1,95
2,205,2,0.75,1,5,0,2,4,1,93
2,205,2,1.0,2,2,1,2,1,1,56
2,205,2,0.75,1,2,3,2,2,0,66
2,205,2,1.0,1,0,0,3,0,0,84
2,205,2,1.0,1,3,14,3,2,1,77
2,205,2,0.75,0,3,3,3,3,0,67
2,205,2,1.0,1,1,0,3,0,1,66
2,205,2,0.75,1,2,4,3,2,0,49
2,205,2,1.0,1,4,4,2,2,2,67
2,205,2,0.75,1,2,7,2,1,1,84
2,205,2,0.75,5,6,1,3,6,0,68
2,205,2,1.0,0,1,2,3,1,0,60
2,205,2,0.75,3,3,1,3,3,0,79
2,205,2,0.75,1,3,1,2,3,0,95
2,205,2,1.0,3,1,1,4,1,0,84
2,205,2,0.5,4,5,2,2,5,0,78
2,205,2,0.75,2,1,1,2,1,0,79
2,205,2,0.75,2,3,1,2,3,0,74
2,205,2,0.75,0,1,1,3,1,0,110
2,205,2,1.0,6,1,1,4,1,0,83
2,205,2,0.75,6,5,0,3,5,0,84
2,205,2,0.75,4,2,1,2,2,0,82
2,205,2,1.0,0,0,0,2,0,0,60
2,205,2,0.75,0,5,2,2,4,1,68
2,205,2,1.0,0,3,0,2,1,2,77
2,205,2,0.5,3,6,8,2,6,0,80
2,205,2,1.0,1,0,0,3,0,0,84
2,205,2,1.0,0,3,1,2,1,2,93
2,205,2,0.75,2,4,1,2,3,1,80
2,205,2,1.0,3,2,2,2,0,2,68
2,205,2,0.75,0,3,1,3,3,0,99
2,205,2,0.75,1,3,1,2,2,1,73
2,205,2,1.0,0,2,5,4,2,0,58
2,205,2,0.5,0,2,1,1,2,0,91
2,205,2,0.75,2,3,10,2,2,1,67
2,205,2,0.5,8,2,1,0,1,1,74
2,205,2,1.0,1,2,2,2,2,0,84
2,205,2,0.75,1,2,5,2,1,1,84
2,205,2,0.5,2,5,0,2,5,0,83
2,206,2,0.5,6,1,2,2,1,0,84
2,206,2,0.75,5,3,20,2,3,0,90
2,206,2,1.0,4,0,0,3,0,0,87
2,206,2,1.0,0,3,2,2,2,1,83
2,206,2,1.0,1,0,7,3,0,0,60
2,206,2,1.0,0,2,1,3,2,0,82
2,206,2,1.0,1,0,1,3,0,0,77
2,206,2,0.75,4,5,5,2,4,1,69
2,206,2,0.5,9,3,1,1,2,1,81
2,206,2,1.0,2,1,0,4,1,0,77
2,206,2,1.0,0,2,3,3,1,1,77
2,206,2,0.75,0,3,7,2,3,0,61
2,206,2,0.75,10,2,1,2,1,1,88
2,206,2,1.0,2,2,1,3,2,0,82
2,206,2,1.0,0,6,1,2,5,1,57
2,206,2,0.75,3,1,12,2,1,0,73
2,206,2,1.0,2,4,1,3,3,1,84
2,206,2,0.75,3,1,1,2,1,0,83
2,206,2,1.0,0,2,0,3,2,0,74
2,206,2,1.0,0,1,2,2,0,1,110
2,206,2,0.5,7,4,1,2,4,0,68
2,206,2,1.0,0,5,1,3,5,0,65
2,206,2,1.0,1,1,1,4,1,0,74
2,206,2,1.0,0,3,20,3,3,0,80
2,206,2,1.0,2,1,2,2,1,0,79
2,206,2,0.75,3,4,3,3,4,0,97
2,206,2,0.75,2,3,1,2,3,0,86
2,206,2,1.0,0,0,1,2,0,0,92
2,206,2,0.5,7,4,1,2,4,0,69
2,206,2,0.5,1,2,4,1,2,0,59
2,206,2,0.5,29,4,3,0,2,2,61
2,206,2,0.75,4,4,4,3,4,0,69
2,206,2,1.0,3,2,1,3,1,1,67
2,206,2,0.75,0,4,1,2,3,1,104
2,206,2,1.0,3,1,3,4,1,0,79
2,206,2,1.0,3,1,0,4,1,0,82
2,206,2,0.75,3,2,2,2,2,0,73
2,206,2,0.5,8,1,6,2,1,0,66
2,206,2,1.0,0,0,2,3,0,0,85
2,206,2,1.0,2,3,1,3,2,1,105
2,206,2,0.5,10,3,3,1,2,1,76
2,206,2,0.75,5,1,2,3,1,0,102
2,206,2,0.75,10,4,1,2,3,1,83
2,206,2,1.0,3,2,1,2,1,1,99
2,206,2,1.0,2,2,2,3,1,1,80
2,206,2,0.75,1,6,15,1,5,1,90
2,206,2,1.0,0,1,0,4,1,0,85
2,206,2,1.0,0,2,1,3,2,0,55
2,206,2,1.0,0,1,1,3,1,0,99
2,206,2,0.75,3,3,2,2,3,0,90
2,206,2,0.5,2,5,5,0,4,1,73
2,206,2,1.0,0,3,3,1,0,3,62
2,206,2,0.75,9,3,1,2,2,1,85
2,206,2,0.75,7,4,3,1,3,1,73
2,206,2,1.0,0,1,1,3,1,0,96
2,206,2,1.0,0,1,0,4,1,0,67
2,206,2,0.75,9,3,3,2,3,0,70
2,206,2,1.0,4,1,0,2,1,0,84
2,206,2,1.0,9,1,2,3,1,0,84
2,206,2,1.0,0,0,0,4,0,0,68
2,206,2,1.0,0,1,6,1,1,0,84
2,206,2,0.5,1,4,16,1,4,0,89
2,206,2,0.25,24,4,16,0,4,0,74
2,206,2,1.0,0,1,0,4,1,0,82
2,206,2,0.5,0,3,2,2,3,0,85
2,206,2,1.0,0,2,3,2,1,1,84
2,206,2,0.75,5,1,11,1,0,1,67
2,206,2,0.75,2,1,2,2,1,0,63
2,206,2,1.0,0,2,3,3,2,0,69
2,206,2,0.5,5,2,5,1,2,0,68
2,206,2,0.75,1,5,0,2,4,1,96
2,206,2,0.75,1,1,4,2,0,1,71
2,206,2,1.0,0,3,1,2,1,2,78
2,206,2,1.0,1,5,10,1,3,2,68
2,206,2,1.0,10,2,2,3,2,0,84
2,206,2,0.5,4,3,8,0,2,1,70
2,206,2,0.75,1,1,7,1,1,0,93
2,206,2,0.75,2,5,2,1,4,1,66
2,206,2,1.0,1,0,2,3,0,0,65
2,206,2,1.0,0,0,0,2,0,0,84
2,206,2,1.0,3,4,6,3,3,1,73
2,206,2,1.0,1,1,5,3,1,0,67
2,206,2,0.75,3,6,2,1,4,2,55
2,206,2,0.75,2,2,7,1,1,1,95
2,206,2,0.5,2,1,2,2,1,0,78
2,206,2,1.0,0,0,1,3,0,0,90
2,206,2,1.0,1,2,2,3,2,0,80
2,206,2,0.75,4,2,4,3,2,0,80
2,206,2,1.0,2,4,1,3,3,1,79
2,206,2,0.5,15,4,4,1,3,1,80
2,206,2,0.75,9,0,1,3,0,0,72
2,206,2,1.0,2,3,3,4,3,0,73
2,206,2,1.0,2,1,0,1,0,1,67
2,206,2,1.0,0,0,0,4,0,0,100
2,206,2,0.75,1,3,0,2,3,0,96
2,206,2,1.0,1,1,0,2,0,1,92
2,207,2,0.75,1,2,4,2,2,0,86
2,207,2,1.0,2,2,1,2,1,1,78
2,207,2,1.0,0,0,3,3,0,0,82
2,207,2,0.75,1,2,1,1,1,1,80
2,207,2,1.0,0,1,0,4,1,0,101
2,207,2,1.0,2,2,1,2,2,0,90
2,207,2,1.0,0,0,2,3,0,0,80
2,207,2,0.75,4,3,3,3,3,0,59
2,207,2,0.25,4,3,1,0,2,1,76
2,207,2,1.0,2,1,1,2,0,1,95
2,207,2,1.0,0,3,1,2,2,1,100
2,207,2,1.0,1,0,0,3,0,0,77
2,207,2,1.0,2,2,2,3,2,0,83
2,207,2,0.5,10,5,0,2,5,0,71
2,207,2,1.0,0,2,0,2,1,1,85
2,207,2,1.0,0,0,0,2,0,0,108
2,207,2,1.0,2,2,3,2,0,2,85
2,207,2,1.0,0,1,0,3,1,0,68
2,207,2,1.0,1,3,1,2,2,1,76
2,207,2,0.75,7,4,0,2,4,0,86
2,207,2,0.75,6,5,6,3,5,0,75
2,207,2,0.75,4,1,7,3,1,0,75
2,207,2,1.0,0,2,0,3,2,0,97
2,207,2,0.5,10,4,0,1,3,1,84
2,207,2,1.0,0,0,0,3,0,0,80
2,207,2,0.75,0,7,1,2,6,1,87
2,207,2,0.75,3,5,3,2,5,0,83
2,207,2,1.0,0,3,0,4,3,0,77
2,207,2,1.0,1,0,2,3,0,0,100
2,207,2,0.5,2,3,1,1,2,1,91
2,207,2,0.75,6,5,3,3,5,0,59
2,207,2,1.0,2,2,0,3,1,1,74
2,207,2,0.75,3,0,1,3,0,0,87
2,207,2,0.5,1,2,5,0,1,1,63
2,207,2,0.75,3,1,4,2,1,0,67
2,207,2,0.75,2,2,4,1,1,1,71
2,207,2,1.0,3,1,2,4,1,0,80
2,207,2,1.0,3,1,2,3,1,0,54
2,207,2,1.0,2,4,3,1,1,3,83
2,207,2,1.0,1,0,2,2,0,0,66
2,207,2,1.0,1,4,0,3,4,0,85
2,207,2,0.75,3,2,0,2,2,0,66
2,207,2,0.5,0,4,16,2,4,0,69
2,207,2,0.75,2,4,5,3,4,0,78
2,207,2,0.5,1,2,2,2,2,0,60
2,207,2,1.0,0,2,2,4,2,0,82
2,207,2,1.0,0,0,1,2,0,0,94
2,207,2,0.5,1,2,2,2,2,0,73
2,207,2,0.75,2,5,2,2,5,0,68
2,207,2,0.5,6,7,8,2,7,0,71
2,207,2,0.75,17,4,3,1,2,2,98
2,207,2,0.5,0,2,0,2,2,0,62
2,207,2,1.0,3,2,3,2,1,1,66
2,207,2,1.0,1,1,0,3,1,0,66
2,207,2,1.0,0,1,1,2,1,0,71
2,207,2,0.5,2,7,1,2,7,0,97
2,207,2,0.75,0,2,2,2,1,1,83
2,207,2,0.75,5,2,5,3,2,0,76
2,207,2,0.5,2,3,3,1,3,0,70
2,207,2,0.75,1,1,9,2,1,0,69
2,207,2,1.0,0,0,0,3,0,0,76
2,207,2,1.0,2,2,1,2,0,2,70
2,207,2,0.75,10,0,0,2,0,0,86
2,207,2,0.75,2,0,1,3,0,0,80
2,207,2,1.0,0,0,0,4,0,0,102
2,207,2,0.5,0,3,4,2,3,0,94
2,207,2,0.5,3,1,12,1,1,0,86
2,207,2,1.0,1,1,1,3,1,0,86
2,207,2,1.0,2,1,1,2,0,1,78
2,207,2,0.75,1,2,3,2,1,1,69
2,207,2,0.75,1,1,2,2,1,0,72
2,207,2,1.0,0,0,0,2,0,0,97
2,207,2,0.75,4,5,11,2,5,0,93
2,207,2,1.0,1,0,0,3,0,0,71
2,207,2,1.0,1,3,8,4,3,0,60
2,207,2,0.75,0,4,1,2,3,1,69
2,207,2,0.75,12,2,5,3,2,0,79
2,207,2,1.0,1,0,1,3,0,0,95
2,207,2,0.75,0,2,0,2,2,0,91
2,207,2,1.0,0,0,2,3,0,0,82
2,207,2,0.75,1,4,2,3,4,0,85
2,207,2,1.0,0,0,3,2,0,0,82
2,207,2,0.5,3,3,2,2,3,0,83
2,207,2,0.5,20,8,1,2,8,0,75
2,207,2,0.5,8,6,1,1,6,0,91
2,207,2,1.0,1,1,0,3,1,0,78
2,207,2,1.0,1,1,0,3,1,0,99
2,207,2,1.0,1,1,0,3,1,0,66
2,207,2,0.75,1,0,5,2,0,0,72
2,207,2,0.75,1,5,1,2,4,1,86
2,207,2,0.5,2,4,21,0,3,1,75
2,207,2,0.5,7,3,3,1,3,0,71
2,207,2,0.5,5,6,2,0,5,1,69
2,207,2,1.0,0,1,1,2,0,1,91
2,207,2,1.0,1,3,0,2,2,1,75
2,207,2,1.0,0,1,1,3,0,1,53
2,208,2,1.0,1,2,1,2,1,1,76
2,208,2,1.0,2,3,3,3,3,0,87
2,208,2,0.75,1,5,1,2,4,1,86
2,208,2,1.0,0,0,1,1,0,0,83
2,208,2,1.0,0,4,0,3,4,0,92
2,208,2,1.0,2,2,2,2,2,0,69
2,208,2,0.5,22,2,1,1,2,0,81
2,208,2,0.75,0,2,3,2,1,1,86
2,208,2,1.0,2,0,2,4,0,0,75
2,208,2,0.75,0,7,1,1,6,1,68
2,208,2,1.0,0,1,0,4,1,0,80
2,208,2,1.0,1,1,0,3,1,0,73
2,208,2,0.5,1,5,13,1,4,1,64
2,208,2,1.0,2,1,0,3,1,0,90
2,208,2,1.0,1,2,3,3,2,0,93
2,208,2,0.25,3,6,9,1,6,0,87
2,208,2,1.0,0,1,0,4,1,0,75
2,208,2,1.0,6,3,1,2,2,1,71
2,208,2,0.75,0,4,2,1,3,1,62
2,208,2,1.0,0,1,3,2,1,0,80
2,208,2,1.0,0,2,0,3,2,0,65
2,208,2,1.0,0,0,0,4,0,0,83
2,208,2,0.5,4,1,3,2,1,0,70
2,208,2,1.0,0,0,0,2,0,0,100
2,208,2,1.0,0,0,1,4,0,0,74
2,208,2,1.0,3,1,1,4,1,0,86
2,208,2,0.5,11,8,11,2,8,0,82
2,208,2,1.0,1,0,1,3,0,0,83
2,208,2,0.75,5,4,0,1,3,1,57
2,208,2,1.0,0,0,0,4,0,0,83
2,208,2,1.0,1,1,1,3,0,1,96
2,208,2,0.75,1,4,12,2,4,0,74
2,208,2,1.0,1,1,1,3,0,1,67
2,208,2,0.75,3,4,1,3,4,0,55
2,208,2,1.0,1,4,2,3,3,1,98
2,208,2,1.0,1,1,1,3,0,1,65
2,208,2,0.25,6,4,13,1,4,0,86
2,208,2,1.0,1,1,0,3,1,0,83
2,208,2,0.75,2,5,3,0,2,3,88
2,208,2,1.0,1,1,1,3,0,1,107
2,208,2,0.75,0,3,1,2,3,0,92
2,208,2,0.5,5,4,12,2,4,0,78
2,208,2,0.5,2,7,3,2,7,0,72
2,208,2,1.0,1,1,0,4,1,0,76
2,208,2,1.0,0,1,0,4,1,0,80
2,208,2,0.75,3,8,2,2,7,1,74
2,208,2,0.75,5,3,4,3,3,0,87
2,208,2,0.75,4,4,2,2,3,1,101
2,208,2,0.75,2,7,4,2,7,0,81
2,208,2,0.75,3,1,2,2,1,0,70
2,208,2,1.0,1,2,0,3,1,1,81
2,208,2,1.0,1,5,1,3,5,0,78
2,208,2,1.0,3,1,2,3,1,0,65
2,208,2,1.0,2,2,0,2,2,0,85
2,208,2,0.25,2,4,7,1,4,0,104
2,208,2,0.75,24,3,1,2,2,1,85
2,208,2,1.0,4,2,4,3,2,0,79
2,208,2,1.0,1,0,0,3,0,0,72
2,208,2,1.0,3,2,3,4,2,0,92
2,208,2,1.0,1,4,0,2,2,2,100
2,208,2,0.75,2,1,1,2,1,0,70
2,208,2,0.75,7,4,2,2,4,0,86
2,208,2,0.25,24,1,4,0,1,0,76
2,208,2,1.0,1,0,2,2,0,0,95
2,208,2,0.75,1,1,6,2,1,0,76
2,208,2,1.0,1,2,3,2,1,1,59
2,208,2,1.0,1,2,0,2,1,1,60
2,208,2,1.0,2,0,0,2,0,0,93
2,208,2,0.5,4,4,2,1,3,1,78
2,208,2,1.0,0,1,1,3,0,1,89
2,208,2,1.0,0,0,1,3,0,0,92
2,208,2,1.0,0,2,3,3,1,1,67
2,208,2,1.0,0,1,0,3,0,1,94
2,208,2,1.0,2,1,0,3,1,0,84
2,208,2,0.75,7,2,1,2,2,0,91
2,208,2,1.0,4,0,0,3,0,0,61
2,208,2,0.75,0,3,0,3,3,0,87
2,208,2,1.0,0,1,0,2,1,0,69
2,208,2,1.0,2,2,8,4,2,0,77
2,208,2,1.0,3,2,1,3,1,1,81
2,208,2,0.75,5,2,11,3,2,0,70
2,208,2,1.0,1,2,1,2,0,2,67
2,208,2,0.75,18,1,2,3,1,0,98
2,208,2,0.75,0,1,3,2,1,0,73
2,208,2,1.0,1,0,2,2,0,0,70
2,208,2,1.0,1,1,2,2,1,0,69
2,208,2,1.0,0,0,4,3,0,0,68
2,208,2,0.75,2,4,0,2,3,1,68
2,208,2,1.0,3,7,0,2,5,2,86
2,208,2,0.75,2,3,19,1,2,1,72
2,208,2,0.75,3,8,7,2,7,1,91
2,208,2,0.75,4,5,2,2,5,0,76
2,208,2,1.0,1,0,2,4,0,0,98
2,208,2,0.75,2,6,2,2,5,1,77
2,208,2,0.75,1,2,2,0,0,2,81
2,208,2,1.0,0,1,18,3,1,0,68
2,209,2,1.0,0,1,0,3,1,0,96
2,209,2,0.75,10,1,1,2,1,0,86
2,209,2,0.75,1,3,5,3,3,0,73
2,209,2,1.0,1,2,0,4,2,0,99
2,209,2,0.75,2,1,3,2,0,1,75
2,209,2,1.0,1,4,5,2,4,0,92
2,209,2,0.75,5,1,3,2,1,0,94
2,209,2,1.0,0,0,1,3,0,0,79
2,209,2,1.0,0,1,3,4,1,0,69
2,209,2,0.75,2,2,2,3,2,0,85
2,209,2,0.75,1,3,7,2,2,1,66
2,209,2,0.5,9,3,4,1,3,0,79
2,209,2,1.0,4,2,4,3,2,0,67
2,209,2,1.0,1,4,4,4,4,0,82
2,209,2,1.0,0,1,2,4,1,0,68
2,209,2,0.75,3,3,1,1,2,1,71
2,209,2,1.0,1,0,8,4,0,0,54
2,209,2,1.0,2,1,3,2,1,0,70
2,209,2,1.0,0,0,1,2,0,0,85
2,209,2,1.0,0,0,0,3,0,0,86
2,209,2,1.0,3,1,2,2,0,1,61
2,209,2,1.0,0,1,1,4,1,0,96
2,209,2,1.0,1,1,0,2,1,0,73
2,209,2,1.0,0,5,1,4,5,0,92
2,209,2,0.5,5,8,1,1,7,1,108
2,209,2,1.0,0,0,1,3,0,0,66
2,209,2,1.0,4,2,7,3,2,0,72
2,209,2,0.5,6,3,11,2,3,0,60
