Simulation Run,Day,Round,Agent Type,Satisfaction
2,189,22,1,0.0
2,189,22,2,0.7890625
2,189,23,1,0.0
2,189,23,2,0.796875
2,189,24,1,0.0
2,189,24,2,0.7994791666666666
2,189,25,1,0.0
2,189,25,2,0.8046875
2,189,26,1,0.0
2,189,26,2,0.8151041666666666
2,189,27,1,0.0
2,189,27,2,0.8203125
2,189,28,1,0.0
2,189,28,2,0.8203125
2,189,29,1,0.0
2,189,29,2,0.8229166666666666
2,189,30,1,0.0
2,189,30,2,0.8229166666666666
2,189,31,1,0.0
2,189,31,2,0.8229166666666666
2,189,32,1,0.0
2,189,32,2,0.8229166666666666
2,189,33,1,0.0
2,189,33,2,0.8229166666666666
2,189,34,1,0.0
2,189,34,2,0.8229166666666666
2,189,35,1,0.0
2,189,35,2,0.8255208333333334
2,189,36,1,0.0
2,189,36,2,0.8255208333333334
2,189,37,1,0.0
2,189,37,2,0.8255208333333334
2,189,38,1,0.0
2,189,38,2,0.8255208333333334
2,189,39,1,0.0
2,189,39,2,0.8255208333333334
2,189,40,1,0.0
2,189,40,2,0.8255208333333334
2,189,41,1,0.0
2,189,41,2,0.8255208333333334
2,189,42,1,0.0
2,189,42,2,0.8255208333333334
2,189,43,1,0.0
2,189,43,2,0.8255208333333334
2,189,44,1,0.0
2,189,44,2,0.8255208333333334
2,189,45,1,0.0
2,189,45,2,0.8255208333333334
2,190,0,1,0.0
2,190,0,2,0.17708333333333334
2,190,1,1,0.0
2,190,1,2,0.2526041666666667
2,190,2,1,0.0
2,190,2,2,0.3046875
2,190,3,1,0.0
2,190,3,2,0.3541666666666667
2,190,4,1,0.0
2,190,4,2,0.40625
2,190,5,1,0.0
2,190,5,2,0.4557291666666667
2,190,6,1,0.0
2,190,6,2,0.484375
2,190,7,1,0.0
2,190,7,2,0.515625
2,190,8,1,0.0
2,190,8,2,0.5546875
2,190,9,1,0.0
2,190,9,2,0.5989583333333334
2,190,10,1,0.0
2,190,10,2,0.6223958333333334
2,190,11,1,0.0
2,190,11,2,0.65625
2,190,12,1,0.0
2,190,12,2,0.6796875
2,190,13,1,0.0
2,190,13,2,0.7083333333333334
2,190,14,1,0.0
2,190,14,2,0.7265625
2,190,15,1,0.0
2,190,15,2,0.734375
2,190,16,1,0.0
2,190,16,2,0.75
2,190,17,1,0.0
2,190,17,2,0.7578125
2,190,18,1,0.0
2,190,18,2,0.7708333333333334
2,190,19,1,0.0
2,190,19,2,0.7734375
2,190,20,1,0.0
2,190,20,2,0.78125
2,190,21,1,0.0
2,190,21,2,0.78125
2,190,22,1,0.0
2,190,22,2,0.7864583333333334
2,190,23,1,0.0
2,190,23,2,0.7890625
2,190,24,1,0.0
2,190,24,2,0.7890625
2,190,25,1,0.0
2,190,25,2,0.7890625
2,190,26,1,0.0
2,190,26,2,0.7890625
2,190,27,1,0.0
2,190,27,2,0.7890625
2,190,28,1,0.0
2,190,28,2,0.7916666666666666
2,190,29,1,0.0
2,190,29,2,0.7942708333333334
2,190,30,1,0.0
2,190,30,2,0.7942708333333334
2,190,31,1,0.0
2,190,31,2,0.7942708333333334
2,190,32,1,0.0
2,190,32,2,0.796875
2,190,33,1,0.0
2,190,33,2,0.7994791666666666
2,190,34,1,0.0
